iter	Logloss
0	0.682814268
1	0.6728164624
2	0.66406549
3	0.6556599285
4	0.6477326382
5	0.6380234333
6	0.6303306636
7	0.6223140631
8	0.6135243506
9	0.6064129424
10	0.5993444343
11	0.5910815482
12	0.5833187733
13	0.5766756913
14	0.5705848507
15	0.5649637663
16	0.5590300961
17	0.5522162587
18	0.5464045288
19	0.5409876424
20	0.5360881249
21	0.5300385919
22	0.5225187226
23	0.515047441
24	0.5074948442
25	0.5026507718
26	0.4987320093
27	0.4947150965
28	0.4897061186
29	0.4849945816
30	0.479294912
31	0.4741796914
32	0.4705594421
33	0.4643965489
34	0.4599067274
35	0.4561565753
36	0.4525638211
37	0.4487832164
38	0.4454815004
39	0.4418955063
40	0.4379235411
41	0.4344020921
42	0.431233009
43	0.428309464
44	0.4259417679
45	0.4211575282
46	0.418365641
47	0.4151795929
48	0.4122430478
49	0.4093052678
50	0.4066760761
51	0.4044675004
52	0.4016178281
53	0.3979996264
54	0.395901356
55	0.3938719208
56	0.3907690404
57	0.3869999407
58	0.384393889
59	0.3824142115
60	0.3790540604
61	0.3763548635
62	0.3737704894
63	0.3711989528
64	0.3692570728
65	0.365818759
66	0.3639011566
67	0.3619069515
68	0.3599874316
69	0.3583264498
70	0.3560161489
71	0.3540572714
72	0.3525312625
73	0.3512519292
74	0.348846338
75	0.3466351949
76	0.3443439715
77	0.3426861423
78	0.3406506621
79	0.3381278106
80	0.3366481468
81	0.3350640928
82	0.3331083353
83	0.33204113
84	0.3303071531
85	0.3285056085
86	0.3269777146
87	0.3254643807
88	0.3241835849
89	0.3224846106
90	0.3215648257
91	0.3199563316
92	0.3183085449
93	0.3167427884
94	0.3156171805
95	0.3143915698
96	0.312871996
97	0.311313357
98	0.3099049659
99	0.3088378906
100	0.3077602529
101	0.3067903204
102	0.3057144376
103	0.3044824245
104	0.3031582411
105	0.301946703
106	0.3002285861
107	0.2995372768
108	0.2983530713
109	0.297282876
110	0.2963631237
111	0.295330921
112	0.2940955279
113	0.2930500652
114	0.291782952
115	0.2908807497
116	0.2892568505
117	0.2882152228
118	0.287119385
119	0.2860903024
120	0.2849623545
121	0.2838904043
122	0.2829654519
123	0.2822830476
124	0.2815585233
125	0.2809194417
126	0.2796612659
127	0.2789580941
128	0.2780219617
129	0.27732724
130	0.2766045681
131	0.2757428609
132	0.2746461456
133	0.2738297435
134	0.2730626115
135	0.27246617
136	0.2717382656
137	0.2710141638
138	0.2701867117
139	0.2695386438
140	0.2690156199
141	0.2683364982
142	0.2676266639
143	0.2668692982
144	0.2661835139
145	0.2657750204
146	0.2648404317
147	0.2640330159
148	0.2631715037
149	0.2624732394
150	0.2617482601
151	0.2603245777
152	0.2592493287
153	0.2585854332
154	0.2581587396
155	0.2575985357
156	0.2569322677
157	0.2562998486
158	0.2556549332
159	0.2552427997
160	0.2547623834
161	0.2543295473
162	0.2537300508
163	0.2531855444
164	0.2526453768
165	0.2521884094
166	0.2517041419
167	0.2510719827
168	0.2501702842
169	0.2490615926
170	0.2485191662
171	0.2480957714
172	0.2475991376
173	0.2471206389
174	0.2465143986
175	0.2459613284
176	0.2455490649
177	0.2449480246
178	0.2444745309
179	0.2434717083
180	0.2427465664
181	0.2422174326
182	0.2414611069
183	0.2411606761
184	0.240620801
185	0.2398555215
186	0.2394314929
187	0.2391414947
188	0.2387012811
189	0.2382815913
190	0.2377889712
191	0.237290095
192	0.2368990215
193	0.2364034602
194	0.2358757888
195	0.2354627453
196	0.2350016666
197	0.2346509907
198	0.2342479247
199	0.2337680609
